name,rho_oos,rho_is,abs_rho_oos
rsi/atr,0.19024336827792512,0.19898293577804727,0.19024336827792512
rsi_x_atr_inv,0.19024336827792512,0.19898293577804727,0.19024336827792512
rsi*atr_inv,0.19024336827792512,0.19898293577804727,0.19024336827792512
ratio_composite_1,0.18984735077579065,0.17295627096124805,0.18984735077579065
stoch*sma20,0.18912703975330977,0.1773746074364974,0.18912703975330977
williams*sma20,0.18912703975330977,0.1773746074364974,0.18912703975330977
0.3*bb+0.7*roc7,0.1875619022083868,0.20399121160593442,0.1875619022083868
williams*vix_inv,0.18753776067461062,0.15400569132359643,0.18753776067461062
stoch*vix_inv,0.18753776067461062,0.15400569132359643,0.18753776067461062
0.5*stoch+0.5*roc7,0.18727330475298481,0.20041549486892948,0.18727330475298481
0.5*williams+0.5*roc7,0.18727330475298481,0.20041549486892948,0.18727330475298481
0.7*roc7+0.3*sma20,0.18718706531739387,0.19099428479141445,0.18718706531739387
0.5*rsi+0.5*roc7,0.1861525105646194,0.2115901171956901,0.1861525105646194
0.3*zscore50+0.7*sma20,0.18561115323029762,0.15303168171552153,0.18561115323029762
zscore50/atr,0.1850846319542972,0.21127735167179107,0.1850846319542972
zscore50*atr_inv,0.1850846319542972,0.21127735167179107,0.1850846319542972
stoch_x_vix_inv,0.18478081746930217,0.15821247993383686,0.18478081746930217
williams/vix,0.18478081746930217,0.15821247993383686,0.18478081746930217
stoch/vix,0.18478081746930217,0.15821247993383686,0.18478081746930217
vix_adj_stoch,0.18478081746930217,0.15821247993383686,0.18478081746930217
williams_x_vix_inv,0.18478081746930217,0.15821247993383686,0.18478081746930217
roc7*atr_inv,0.18470641388095518,0.23471485794092242,0.18470641388095518
roc7/atr,0.18470641388095518,0.23471485794092242,0.18470641388095518
roc7_x_atr_inv,0.18470641388095518,0.23471485794092242,0.18470641388095518
rsi_x_zscore50,0.1841745786697974,0.18348155998671975,0.1841745786697974
rsi*zscore50,0.1841745786697974,0.18348155998671975,0.1841745786697974
0.3*rsi+0.7*roc7,0.1841426804183683,0.2064216931080259,0.1841426804183683
0.7*roc7+0.3*sma7,0.18268350598115726,0.18981905654771844,0.18268350598115726
rsi*roc7,0.1816024160262682,0.21305712240582916,0.1816024160262682
sma7_pos,0.18145789324199552,0.13076535263381503,0.18145789324199552
0.7*roc7+0.3*zscore20,0.18116929216443628,0.2021690708354719,0.18116929216443628
0.5*roc7+0.5*sma7,0.18106802729812707,0.1836740915278134,0.18106802729812707
rsi_x_vix_inv,0.18063261338997796,0.1443662561671771,0.18063261338997796
vix_adj_rsi,0.18063261338997796,0.1443662561671771,0.18063261338997796
rsi/vix,0.18063261338997796,0.1443662561671771,0.18063261338997796
0.5*roc7+0.5*sma20,0.18060390519532138,0.1850197494775285,0.18060390519532138
zscore20/zscore50,0.1797220605605631,0.149178758851493,0.1797220605605631
rsi*vix_inv,0.17913964988284786,0.14163188261867574,0.17913964988284786
0.7*zscore50+0.3*sma20,0.1786424141213661,0.15785649594056042,0.1786424141213661
0.7*rsi+0.3*zscore50,0.1771409310392254,0.17851300197504805,0.1771409310392254
bb*sma7,0.17677164700183928,0.16917355231557904,0.17677164700183928
0.5*roc7+0.5*zscore20,0.17598488938594437,0.20641029838416527,0.17598488938594437
zscore_roc,0.17598488938594437,0.20641029838416527,0.17598488938594437
0.3*williams+0.7*roc7,0.1753896385348675,0.19208657385252714,0.1753896385348675
0.3*stoch+0.7*roc7,0.1753896385348675,0.19208657385252714,0.1753896385348675
rsi_div_vix_inv,0.17052782694809263,0.1840811582146971,0.17052782694809263
bb*zscore20,0.16780756456159174,0.20746319706365624,0.16780756456159174
stoch_div_atr_inv,0.16723277646037676,0.12238143991479136,0.16723277646037676
williams_div_atr_inv,0.16723277646037676,0.12238143991479136,0.16723277646037676
prod_st_bb_ro,0.16653969635756757,0.219031350379288,0.16653969635756757
prod_wi_bb_ro,0.16653969635756757,0.219031350379288,0.16653969635756757
prod_wi_rs_ro,0.1645859688608052,0.22026807440414145,0.1645859688608052
prod_st_rs_ro,0.1645859688608052,0.22026807440414145,0.1645859688608052
zscore50/vix,0.1626318258627332,0.15457605972015112,0.1626318258627332
prod_st_wi_ro,0.16207777266056905,0.20919115785473869,0.16207777266056905
williams*roc7,0.1611258466016113,0.20230939869673173,0.1611258466016113
stoch*roc7,0.1611258466016113,0.20230939869673173,0.1611258466016113
zscore_diff,0.16074016691925977,0.10523697089048362,0.16074016691925977
bb/rsi,0.1600702913571661,0.1365830376446296,0.1600702913571661
roc7*vix_inv,0.15782540160129171,0.16549669103258124,0.15782540160129171
sma7_neg,0.1574207588011735,0.11983070478435762,0.1574207588011735
sign_roc7*roc7^2,0.15694072933322673,0.1869821304844713,0.15694072933322673
roc7_div_vix_inv,0.15682214216170026,0.19214174658156502,0.15682214216170026
roc7_x_vix_inv,0.1566163951154536,0.16905770595632919,0.1566163951154536
roc7/vix,0.1566163951154536,0.16905770595632919,0.1566163951154536
roc7_div_atr_inv,0.15466323057037573,0.1773825667837697,0.15466323057037573
roc7_extreme,0.15441383912840628,0.19965272671295323,0.15441383912840628
0.3*roc7+0.7*zscore50,0.15360404388831922,0.1757772859447125,0.15360404388831922
sqrt_zscore50,0.15285883089106359,0.17979248539337706,0.15285883089106359
zscore50^2,0.15285883089106359,0.17979248539337706,0.15285883089106359
zscore50_pos,0.15190695288720643,0.19577636902592221,0.15190695288720643
williams*zscore50,0.15102562758777982,0.19396688460145353,0.15102562758777982
stoch_x_zscore50,0.15102562758777982,0.19396688460145353,0.15102562758777982
williams_x_zscore50,0.15102562758777982,0.19396688460145353,0.15102562758777982
stoch*zscore50,0.15102562758777982,0.19396688460145353,0.15102562758777982
bb*sma20,0.14802479047065933,0.15585701659415183,0.14802479047065933
bb*roc7,0.1436746372308412,0.20923448724171764,0.1436746372308412
roc7/zscore50,0.14325496889807357,0.1653874915955834,0.14325496889807357
roc7_div_zscore50,0.14325496889807357,0.1653874915955834,0.14325496889807357
prod_bb_rs_ro,0.14250470448022642,0.22262364795602677,0.14250470448022642
sma7/sma20,0.14244383618647924,0.10127389902913557,0.14244383618647924
0.7*roc7+0.3*zscore50,0.1419563311541297,0.19973649375198077,0.1419563311541297
sma20_extreme,0.14174113234855942,0.08897635761076302,0.14174113234855942
0.5*roc7+0.5*zscore50,0.14074123853523082,0.183712761553329,0.14074123853523082
bb/zscore50,0.13924191670946015,0.1042044386427206,0.13924191670946015
zscore50*vix_inv,0.13787271343105184,0.14773637672279988,0.13787271343105184
roc7_neg,0.13773180050350947,0.19729891986892747,0.13773180050350947
sqrt_zscore20,0.13545267173122882,0.17534386077303624,0.13545267173122882
zscore20^2,0.13545267173122882,0.17534386077303624,0.13545267173122882
williams_div_zscore50,0.1353290861495994,0.08703772951277151,0.1353290861495994
stoch_div_zscore50,0.1353290861495994,0.08703772951277151,0.1353290861495994
williams/zscore50,0.1353290861495994,0.08703772951277151,0.1353290861495994
stoch/zscore50,0.1353290861495994,0.08703772951277151,0.1353290861495994
sma20^2,0.13315155949469115,0.13201431001532085,0.13315155949469115
sqrt_sma20,0.13315155949469115,0.13201431001532085,0.13315155949469115
stoch_minus_rsi,0.13152603223295328,0.11637397098242848,0.13152603223295328
