feature,spearman,abs_spearman
geom44(SPX_absdiff_SPX_Willia_quintile_inv_win5,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_inv_win1,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_inv_decile,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_inv_pos,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_inv_log_sign,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_inv_cbrt,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_inv_exp_clip,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_neg_rank,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_neg_abs,-0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_neg_log1p,-0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_neg_sqrt,-0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_neg_sq,-0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_neg_cube,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_neg_neg,-0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_neg_exp_neg,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_neg_tanh,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_neg_sigmoid,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_neg_zscore,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_neg_zrob,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_neg_win5,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_neg_win1,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_neg_decile,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_neg_neg_only,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_neg_log_sign,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_neg_cbrt,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_neg_exp_clip,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_exp_neg_rank,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_exp_neg_abs,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_exp_neg_log1p,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_exp_neg_sqrt,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_exp_neg_sq,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_exp_neg_cube,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_exp_neg_inv,-0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_exp_neg_neg,-0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_exp_neg_exp_neg,-0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_exp_neg_tanh,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_exp_neg_sigmoid,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_exp_neg_zscore,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_exp_neg_zrob,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_exp_neg_win5,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_exp_neg_win1,0.3332704262383082,0.3332704262383082
